13,5,5,38,6,13,35,2580
15,11,9,27,3,4,29,2580
19,141,1,55,7,11,46,2580
0,11,10,61,10,4,38,2590
13,5,1,56,7,12,41,2590
3,7,4,53,14,13,23,2599
5,8,8,68,10,9,24,2600
12,9,8,26,2,9,5,2630
0,8,1,62,10,11,18,2680
4,6,4,53,9,12,38,2680
8,14,6,41,14,4,39,2680
10,7,3,48,4,5,43,2680
14,11,2,30,2,6,9,2680
17,8,7,38,6,3,39,2680
20,5,3,43,4,4,39,2680
13,5,1,47,14,8,37,2688
6,11,10,50,7,4,48,2690
2,5,5,60,10,8,41,2699
11,4,2,44,6,9,33,2699
1,5,3,53,7,4,38,2700
14,10,2,40,4,15,9,2730
10,7,3,40,4,4,33,2750
0,8,2,64,10,9,23,2780
3,7,1,60,10,1,9,2780
4,6,3,50,6,11,29,2780
6,7,2,60,9,1,39,2780
12,11,4,48,6,2,37,2780
14,12,7,32,3,6,14,2780
17,10,2,40,4,5,41,2780
0,8,8,54,14,15,22,2790
4,5,3,58,7,12,38,2790
15,12,5,44,7,2,47,2790
3,8,3,74,10,,27,2798
5,7,4,63,10,10,43,2799
9,8,7,38,4,4,40,2799
22,10,10,37,4,10,48,2799
12,7,5,46,9,4,39,2800
17,5,4,44,7,4,30,2830
5,10,3,53,9,9,18,2850
18,7,5,54,7,9,46,2850
0,10,9,66,10,13,16,2880
2,7,2,50,7,7,38,2880
4,6,3,48,7,5,39,2880
14,7,4,56,7,8,28,2880
19,10,6,64,10,5,42,2880
21,91,2,27,1,3,39,2880
7,11,2,55,10,13,39,2890
14,10,8,43,6,3,38,2890
13,141,10,44,4,8,45,2898
7,5,4,61,10,10,37,2899
13,4,2,39,4,11,49,2899
17,11,8,40,4,6,33,2900
3,12,5,57,9,8,26,2950
17,12,2,30,2,2,5,2950
0,121,2,64,7,5,22,2980
1,13,4,42,4,7,9,2980
3,10,6,68,10,,14,2980
4,9,8,39,6,3,37,2980
5,6,6,68,10,11,23,2980
7,7,5,42,6,10,28,2980
8,15,12,22,1,3,3,2980
9,118,8,36,4,4,40,2980
12,8,3,28,2,2,2,2980
13,7,5,30,6,7,22,2980
17,13,5,48,4,2,47,2980
18,141,5,33,1,5,9,2980
13,5,1,47,4,5,37,2988
3,8,1,90,10,29,18,2990
7,11,2,40,4,8,36,2990
10,51,2,45,4,7,37,2990
7,14,13,61,7,2,37,2998
8,9,9,36,4,6,48,2999
11,12,4,43,7,2,45,2999
13,4,2,39,4,8,49,2999
2,4,4,44,4,2,9,3000
3,10,8,87,13,,20,3050
3,11,4,66,10,8,42,3080
5,11,9,62,14,9,21,3080
7,9,6,52,9,6,43,3080
11,101,2,44,6,8,16,3080
3,10,3,71,14,6,39,3090
13,51,2,69,10,10,37,3099
12,141,8,60,7,4,40,3100
1,5,3,59,10,8,36,3150
0,5,4,76,14,11,28,3180
3,14,12,64,10,1,30,3180
4,5,1,52,7,10,34,3180
7,14,11,67,7,7,35,3180
7,141,3,74,14,16,21,3180
10,7,5,33,4,5,39,3180
12,14,6,59,7,4,24,3180
14,11,8,70,10,4,46,3180
4,11,10,54,10,9,48,3188
2,8,3,67,10,10,37,3190
7,9,5,58,14,15,20,3190
14,141,12,50,6,1,36,3190
20,11,8,56,4,2,49,3190
5,9,4,60,10,15,23,3198
13,8,7,52,7,17,45,3199
17,7,2,64,7,9,47,3200
3,2,2,57,10,2,37,3240
5,131,9,55,7,7,10,3250
0,12,10,100,13,,17,3280
3,51,2,71,10,17,27,3280
4,7,2,90,10,11,14,3280
9,11,3,42,4,4,46,3280
12,11,2,55,9,2,31,3280
18,8,8,51,7,6,44,3280
19,10,7,89,13,14,38,3280
21,9,8,32,4,2,38,3280
3,9,4,70,10,,20,3290
10,10,4,40,4,2,34,3290
14,10,3,45,14,13,27,3290
5,9,4,60,10,15,11,3298
4,4,4,55,10,9,24,3299
9,13,7,46,4,1,46,3299
10,10,3,48,7,8,45,3299
2,8,8,67,10,2,21,3300
20,12,7,36,4,2,17,3300
2,6,3,67,10,5,20,3348
13,5,5,25,2,8,2,3350
21,9,4,30,2,2,15,3360
1,13,5,57,7,15,24,3380
2,5,3,51,7,7,22,3380
3,8,7,100,13,,18,3380
4,8,2,55,14,8,16,3380
7,10,7,55,7,3,33,3380
8,11,6,56,7,5,47,3380
11,13,9,56,7,10,44,3380
14,12,7,46,14,3,35,3380
17,14,13,52,4,2,31,3380
20,5,3,54,7,10,39,3380
0,6,4,68,10,10,37,3390
4,7,2,53,14,13,34,3390
7,6,6,58,14,6,37,3390
2,5,2,66,10,6,37,3399
12,5,2,64,14,13,19,3399
1,14,9,58,7,10,37,3400
0,9,9,71,10,11,3,3450
1,8,7,42,7,2,32,3480
2,4,1,60,14,5,35,3480
3,8,6,70,10,8,10,3480
4,8,5,52,7,8,22,3480
5,8,2,63,7,8,9,3480
7,14,6,72,10,7,35,3480
7,14,4,76,14,1,20,3480
9,41,1,30,1,7,8,3480
10,12,5,35,3,6,14,3480
12,5,4,65,10,8,40,3480
13,6,6,47,4,10,42,3480
14,12,9,39,4,4,11,3480
17,8,7,46,7,1,37,3480
20,10,3,32,3,2,14,3480
22,12,2,25,2,7,5,3480
4,11,6,52,10,2,43,3490
7,11,11,61,10,10,33,3490
8,11,5,53,7,3,45,3490
10,9,7,48,7,7,39,3490
15,9,6,48,7,5,39,3490
18,11,7,43,6,6,23,3490
7,10,3,64,10,14,19,3498
13,5,2,50,7,1,27,3499
10,10,7,53,6,5,37,3500
21,15,13,25,2,3,4,3500
21,10,7,20,2,3,3,3550
1,61,3,80,10,14,20,3580
3,7,1,91,13,13,18,3580
4,11,6,61,10,8,39,3580
7,11,11,70,14,10,33,3580
8,14,4,53,7,4,40,3580
12,15,2,68,10,5,14,3580
13,5,2,55,9,4,23,3580
17,7,2,37,4,9,17,3580
19,5,1,68,10,9,13,3580
0,14,10,60,10,3,31,3590
4,7,2,54,7,14,24,3590
9,7,4,36,4,6,34,3590
11,7,3,53,4,2,49,3599
10,12,2,54,7,11,39,3600
2,101,2,62,7,3,29,3680
3,11,3,62,7,9,21,3680
4,7,7,67,7,6,49,3680
10,132,8,57,6,3,36,3680
12,10,9,58,10,8,38,3680
13,3,2,55,7,8,36,3680
15,12,10,49,4,2,47,3680
18,4,3,49,14,7,37,3680
19,5,2,79,10,3,28,3680
1,14,10,75,10,15,7,3688
4,5,2,57,14,10,22,3690
10,12,5,45,4,7,40,3690
19,12,6,63,10,16,19,3690
20,14,7,49,7,7,39,3690
11,13,9,58,14,2,47,3699
5,6,4,64,10,8,4,3700
0,12,11,100,13,,17,3750
1,6,6,58,7,8,39,3780
2,10,1,83,10,11,15,3780
4,6,1,72,14,11,21,3780
7,14,2,66,7,5,19,3780
7,7,2,78,10,12,15,3780
8,11,2,43,4,3,47,3780
8,14,13,65,10,11,39,3780
11,5,4,88,7,5,38,3780
13,4,3,58,10,2,40,3780
17,5,1,62,7,7,33,3780
20,7,2,36,4,4,8,3780
3,9,4,67,10,13,24,3788
3,11,8,68,10,13,22,3790
4,6,3,60,7,4,18,3790
7,15,2,71,10,7,33,3790
19,6,2,59,9,10,22,3790
22,7,4,45,6,11,35,3790
7,14,10,71,10,11,37,3799
0,7,2,75,14,9,37,3800
11,5,1,54,7,12,14,3800
4,5,5,42,7,8,0,3830
7,7,1,116,13,8,43,3850
2,14,5,68,10,7,9,3880
3,61,5,72,14,11,19,3880
5,8,6,70,10,5,14,3880
8,11,4,47,4,5,47,3880
11,8,5,60,7,5,17,3880
13,4,4,81,10,6,42,3880
16,131,9,30,3,2,11,3880
2,6,4,54,7,8,17,3890
3,14,13,66,10,14,15,3890
4,5,4,73,13,12,36,3890
8,6,6,45,7,5,39,3890
8,14,12,63,10,12,33,3890
13,5,4,55,10,7,35,3890
19,81,7,71,10,12,18,3890
12,10,3,61,10,4,20,3898
11,13,12,67,10,2,47,3899
19,9,4,80,10,8,44,3899
22,7,3,64,10,5,49,3899
13,10,3,36,4,8,6,3950
1,13,4,53,14,3,11,3980
2,8,6,63,10,7,18,3980
4,14,5,83,7,9,47,3980
4,15,4,66,10,9,34,3980
4,6,2,68,10,8,15,3980
7,91,7,70,10,14,20,3980
8,16,9,58,14,3,47,3980
8,7,7,60,10,12,37,3980
10,9,9,56,4,3,39,3980
10,312,9,37,1,9,17,3980
11,7,3,61,7,4,49,3980
13,3,2,48,9,8,32,3980
14,13,4,41,4,4,2,3980
15,10,2,40,4,2,8,3980
17,10,3,56,7,6,45,3980
19,15,1,77,7,12,16,3980
20,11,1011,60,7,3,36,3980
21,11,6,43,4,2,37,3980
2,7,4,67,10,11,23,3990
3,81,5,59,14,10,18,3990
4,7,2,69,10,14,20,3990
9,9,8,43,4,3,39,3990
14,15,11,51,14,3,9,3990
19,8,3,71,10,12,22,3990
2,11,3,83,10,5,27,3998
10,11,1,69,10,5,39,3998
2,121,1,75,10,8,17,3999
11,3,3,74,10,4,39,3999
22,11,9,43,4,5,50,3999
15,11,3,40,4,3,7,4050
7,13,6,71,10,8,9,4080
12,81,7,67,10,3,23,4080
0,11,8,60,10,9,21,4090
4,14,5,66,10,12,35,4090
12,11,8,77,10,10,37,4090
10,14,14,55,7,1,47,4099
7,8,6,82,10,9,36,4100
15,12,8,40,4,2,5,4130
13,31,1,84,10,8,15,4150
0,11,5,60,10,6,21,4180
3,14,11,75,10,6,37,4180
6,11,3,77,13,4,21,4180
8,9,7,62,10,7,22,4180
11,4,2,61,10,2,23,4180
12,141,7,67,14,6,22,4180
13,3,2,59,4,5,21,4180
19,8,4,66,10,35,6,4180
22,11,10,49,6,11,41,4180
8,7,4,53,7,4,24,4190
12,13,2,55,7,9,22,4190
15,10,7,44,7,4,15,4190
2,9,2,79,10,10,33,4199
13,9,2,79,10,7,40,4199
12,12,9,63,14,8,21,4200
21,12,2,32,4,2,15,4200
19,6,4,64,10,3,28,4250
0,181,4,85,10,16,10,4280
2,11,4,72,14,6,6,4280
4,5,3,46,6,2,27,4280
8,14,6,54,14,2,6,4280
10,13,8,51,7,4,41,4280
13,6,1,70,10,9,17,4280
14,8,5,50,7,1,14,4280
16,9,9,37,2,3,39,4280
20,15,7,42,4,4,7,4280
22,5,5,51,9,11,37,4280
2,5,1,71,10,9,22,4290
3,9,3,66,14,13,18,4290
4,6,1,72,14,5,21,4290
7,8,5,68,10,6,23,4290
14,11,11,53,9,1,37,4290
13,3,3,64,10,5,28,4298
1,12,2,80,14,12,14,4320
8,7,3,42,4,6,14,4350
1,91,5,71,10,5,28,4380
3,141,9,85,13,5,13,4380
6,8,4,60,7,6,4,4380
10,91,8,35,4,4,1,4380
15,81,5,60,9,6,30,4380
19,6,5,70,14,5,6,4380
8,142,12,52,9,4,34,4390
19,9,3,63,10,19,19,4390
4,7,6,60,7,8,17,4398
17,7,4,71,10,5,47,4399
6,131,7,59,10,7,22,4440
4,9,3,65,10,4,8,4470
2,11,5,72,10,6,6,4480
4,8,7,65,10,5,16,4480
5,15,14,72,7,7,8,4480
7,351,14,45,4,6,8,4480
8,14,7,70,14,4,38,4480
9,61,6,59,7,3,44,4480
10,9,8,58,4,5,40,4480
11,5,5,58,7,10,28,4480
12,12,6,57,14,3,31,4480
13,21,1,93,10,10,18,4480
13,6,2,62,10,2,46,4480
14,13,4,65,7,4,20,4480
15,49,16,45,4,11,5,4480
21,7,7,49,4,7,48,4480
22,12,7,56,7,2,48,4480
4,12,1,88,13,7,36,4490
7,8,4,63,7,3,19,4490
11,5,1,77,10,11,0,4490
21,15,10,40,3,7,12,4490
7,12,12,64,10,10,21,4499
21,9,4,51,4,9,55,4499
12,8,1,55,7,5,6,4550
4,9,7,55,7,6,5,4580
8,5,2,56,7,8,23,4580
13,5,1,89,10,18,19,4580
15,11,8,40,4,1,12,4580
20,7,5,63,10,6,49,4580
21,142,3,62,7,5,35,4580
10,4,3,50,4,6,9,4590
17,11,4,59,7,8,37,4599
8,111,3,78,10,7,18,4600
15,7,7,53,4,3,18,4630
3,11,1,94,13,7,28,4680
9,61,6,59,7,3,44,4680
13,4,3,75,10,18,46,4680
15,8,7,55,7,6,40,4680
17,10,4,75,7,6,39,4680
21,7,7,49,4,3,48,4680
3,7,4,77,13,11,18,4690
13,3,1,71,10,13,37,4690
6,9,6,71,10,13,12,4698
14,13,10,117,7,3,42,4700
12,11,9,65,10,6,22,4750
4,10,3,69,10,3,22,4780
7,121,9,75,10,14,22,4780
9,3,2,66,10,4,39,4780
11,6,3,52,14,2,4,4780
13,5,1,66,7,16,20,4780
18,8,4,57,4,5,13,4780
21,111,10,51,7,14,10,4780
4,14,10,72,14,9,34,4790
8,5,2,51,14,7,23,4790
18,4,2,70,10,8,17,4790
21,10,5,52,7,10,36,4800
9,9,4,51,4,5,9,4850
6,20,14,81,10,9,14,4880
9,8,4,56,7,6,23,4880
15,10,9,55,7,2,14,4880
18,5,2,64,10,9,35,4880
8,22,20,69,7,1,12,4890
22,15,10,46,4,13,18,4890
1,20,13,78,10,14,12,4980
4,14,1,68,10,10,1,4980
7,12,4,72,10,12,5,4980
10,7,5,69,10,15,48,4980
12,8,4,68,10,9,15,4980
13,5,4,89,7,18,19,4980
13,6,5,73,10,18,10,4980
15,11,7,58,7,1,11,4980
17,5,2,54,7,2,22,4980
18,111,2,75,14,9,15,4980
20,121,1,70,10,9,19,4980
21,13,10,54,7,9,39,4980
22,10,6,84,10,8,44,4980
4,7,6,70,14,12,10,4990
7,14,9,67,10,5,19,4990
7,14,14,76,13,11,37,4990
12,141,9,74,10,5,22,4990
15,10,3,53,7,10,21,4990
20,121,9,55,10,6,25,4990
22,7,1,55,10,11,24,4999
1,14,3,90,13,8,12,5080
20,141,3,69,14,3,33,5080
10,7,5,56,14,6,23,5090
16,13,8,56,7,5,12,5100
7,11,2,71,10,8,17,5170
3,9,8,81,10,13,7,5180
7,14,8,72,10,10,21,5180
8,10,6,67,10,13,20,5180
13,3,1,91,10,17,17,5180
19,9,8,81,10,12,8,5180
21,7,2,52,14,10,39,5180
7,15,5,79,10,6,30,5190
21,141,9,40,3,5,15,5190
4,10,5,66,10,5,20,5200
22,5,1,56,7,12,4,5200
15,18,11,64,10,7,11,5250
4,10,9,77,10,9,9,5280
7,331,31,55,7,8,4,5280
8,261,17,55,7,3,10,5280
13,7,3,58,4,13,35,5280
18,9,6,55,7,7,19,5280
22,81,4,50,7,7,23,5280
22,7,4,72,10,3,39,5280
10,11,3,47,4,2,36,5290
13,3,1,95,10,15,38,5300
15,12,6,57,7,6,9,5350
4,15,10,77,13,9,16,5380
8,3,3,76,10,11,12,5380
15,101,8,58,7,4,16,5380
21,141,2,44,4,10,22,5380
21,13,2,50,14,9,19,5390
10,14,14,44,6,6,6,5400
20,14,7,58,7,10,10,5450
6,5,5,78,10,5,29,5480
9,7,6,76,7,5,48,5480
10,13,9,60,10,6,47,5480
11,8,7,65,10,12,22,5480
15,262,12,65,10,9,18,5480
19,3,1,89,13,9,16,5480
21,15,5,80,10,9,36,5480
22,41,3,58,7,11,11,5480
6,10,5,103,10,4,29,5490
21,361,22,60,1,12,14,5490
16,141,2,42,4,6,0,5500
6,7,4,81,10,6,15,5580
11,4,1,74,10,6,7,5580
4,13,5,80,10,7,14,5590
21,13,5,56,7,10,17,5600
4,91,5,82,10,13,18,5680
11,31,2,80,10,7,14,5680
20,11,9,61,10,4,24,5680
22,51,2,62,7,15,21,5680
3,9,7,72,14,7,1,5700
13,3,3,62,10,3,23,5777
8,61,1,78,4,3,15,5780
13,12,6,56,7,10,12,5780
22,7,4,62,10,3,40,5780
1,15,3,125,13,13,28,5790
10,14,11,82,10,1,48,5799
15,543,22,50,4,8,19,5800
17,311,24,55,7,13,10,5850
7,13,6,75,10,8,4,5880
4,15,2,80,10,9,19,5890
20,5,5,75,7,11,38,5890
0,15,9,90,13,4,4,5980
5,37,28,84,13,12,2,5980
8,121,12,70,10,5,48,5980
10,6,4,65,10,3,22,5980
11,121,5,62,10,3,7,5980
13,5,2,74,7,14,15,5980
15,13,5,65,14,2,4,5980
17,13,13,87,7,15,27,5980
21,401,29,62,7,13,13,5980
22,5,4,57,10,10,24,5980
20,9,9,79,14,1,38,5990
18,91,3,62,7,9,7,6000
11,31,3,75,10,12,17,6100
4,15,14,78,10,9,19,6180
8,382,10,30,1,2,1,6180
13,41,2,75,10,22,18,6180
19,31,3,87,10,11,3,6190
4,15,5,81,7,10,16,6250
11,31,3,75,10,12,17,6280
21,7,1,60,7,3,13,6280
7,241,17,77,10,11,21,6290
10,141,13,51,4,3,21,6300
13,91,5,71,10,11,4,6350
8,14,9,67,14,3,2,6380
13,61,2,75,7,10,15,6380
20,3,1,73,14,1,0,6380
22,5,5,60,10,10,24,6380
15,492,25,67,7,11,5,6420
7,422,18,101,10,8,10,6480
10,7,1,64,7,7,3,6480
13,81,3,70,10,3,2,6480
15,29,14,67,7,1,16,6480
20,13,10,62,10,5,11,6480
22,6,3,56,7,17,2,6480
13,101,9,73,10,11,21,6498
21,422,34,47,4,14,12,6500
8,38,4,46,4,3,9,6580
20,15,8,57,7,3,11,6580
7,271,17,82,7,7,12,6600
10,141,7,63,10,2,19,6680
13,5,1,67,7,5,9,6680
21,61,3,72,10,5,23,6750
9,7,2,66,10,8,42,6780
13,5,3,83,10,11,11,6780
17,9,4,71,14,3,19,6780
15,10,10,40,4,7,2,6790
15,121,9,54,7,6,2,6840
18,5,4,65,10,5,2,6880
4,5,1,82,14,4,4,6950
7,311,23,76,14,6,2,6980
10,7,2,73,10,2,21,6980
13,4,1,88,10,13,28,6980
15,492,43,65,7,11,5,6980
20,10,6,62,7,5,2,6980
21,15,14,83,7,17,14,6980
22,41,11,93,14,11,11,6980
13,81,2,70,14,9,13,6990
9,15,15,60,7,5,2,7000
13,13,8,72,10,9,7,7070
21,423,14,42,2,1,13,7150
21,7,2,52,7,3,19,7180
21,7,3,42,4,3,16,7220
13,8,3,78,14,13,17,7280
20,14,6,101,10,1,43,7280
3,15,12,88,14,7,3,7300
8,291,7,78,10,4,11,7380
21,491,4,64,7,8,12,7380
7,452,17,72,7,5,4,7480
10,71,2,80,10,9,15,7480
13,13,4,88,10,10,46,7480
15,12,8,58,7,3,4,7480
21,13,6,66,7,3,18,7480
12,10,7,57,7,4,17,7500
21,14,6,60,4,10,16,7520
17,7,5,72,14,3,16,7580
15,521,17,70,7,9,3,7600
7,442,19,80,7,5,4,7680
13,11,6,67,10,8,12,7680
18,5,1,74,10,6,5,7680
6,8,7,79,10,9,9,7699
4,61,1,115,10,7,20,7780
15,532,22,63,7,6,2,7790
22,41,4,55,4,9,11,7875
4,10,2,135,14,11,33,7980
9,13,1,61,4,13,1,7980
13,4,4,81,7,13,15,7980
18,291,20,59,7,2,6,7980
21,7,2,70,7,1,40,7980
8,393,9,66,7,3,9,7990
1,36,17,74,10,1,9,8180
22,10,4,70,10,9,3,8180
10,291,18,76,14,1,14,8280
21,34,24,64,4,10,3,8300
15,131,8,64,4,2,6,8380
13,19,10,90,7,16,14,8420
9,31,23,89,7,11,38,8480
13,52,3,90,13,6,11,8480
21,11,11,63,10,5,3,8480
10,312,29,104,10,9,25,8490
22,8,3,104,14,6,46,8500
7,441,36,87,7,6,9,8680
8,7,6,101,10,7,21,8700
10,262,11,68,7,6,4,8780
21,14,9,61,7,3,15,8780
21,14,4,65,7,4,20,8870
22,31,3,71,10,10,5,8900
11,6,6,73,10,5,2,8980
18,111,11,69,7,6,5,8980
9,41,3,76,7,13,26,8990
21,47,9,62,1,2,16,9080
7,311,30,117,7,3,6,9200
21,273,10,47,1,5,12,9280
17,382,13,84,7,2,14,9400
13,102,6,114,10,10,27,9480
7,331,26,75,7,8,4,9500
9,141,4,79,10,6,19,9600
9,132,8,46,4,7,5,9750
13,4,4,115,7,13,15,9800
22,63,3,77,4,9,3,9880
9,13,11,65,7,2,15,9980
13,51,3,158,7,8,31,9980
22,6,6,59,4,8,4,9980
21,391,18,48,4,3,7,10300
11,31,1,131,10,10,17,10500
9,41,4,71,7,9,3,10800
22,51,1,75,7,3,6,10880
10,602,29,77,7,7,1,10980
9,121,2,81,7,12,19,11000
21,301,7,69,7,10,3,11300
21,342,17,71,14,3,4,11500
10,51,4,67,7,6,13,11800
21,81,1,64,4,6,4,11800
16,141,9,78,7,5,20,11980
21,51,4,100,7,5,39,12000
15,301,25,69,7,16,1,12400
21,71,3,94,14,7,12,12480
16,121,10,66,7,3,1,12500
10,81,67,163,13,5,24,12800
22,422,38,79,10,5,5,12800
15,262,23,140,7,9,18,12980
8,402,27,84,7,6,3,13400
21,472,18,97,10,2,16,13700
21,432,30,72,4,8,9,13850
10,602,51,89,10,7,1,14000
15,521,44,100,10,9,3,14500
21,81,3,82,7,9,6,14800
21,453,12,76,7,4,10,15260
16,9,5,93,10,5,34,15800
21,453,12,76,7,4,10,16300
15,582,32,135,10,5,10,16800
17,5,1,212,14,2,22,17800
12,5,15,18,2,11,36,18500
21,81,4,111,10,9,15,19300
21,14,14,144,7,10,8,19800
8,402,38,85,10,1,1,20700
9,31,1,144,10,15,24,21900
9,31,1,147,7,10,5,23000
21,432,41,108,14,8,9,24000
9,5,4,173,14,9,16,25800
21,141,4,117,14,7,15,27400
16,161,9,112,10,5,1,29800
21,71,1,90,14,4,2,32980
21,61,4,143,10,9,8,36000
21,472,47,168,4,2,16,47000
3,11,3,24,3,8,42,850
4,3,3,23,2,8,38,1080
4,5,5,27,3,4,29,1480
19,5,1,20,2,10,8,1580
21,11,10,28,3,5,39,2280
6,11,2,64,9,4,38,2480
14,11,3,25,2,4,3,2650
14,5,4,41,3,7,17,2900
14,12,11,52,7,2,12,3150
8,111,3,68,7,7,49,3580
15,10,3,40,4,5,7,3780
16,10,7,44,1,1,38,3980
19,31,1,81,10,4,12,4180
1,15,7,124,13,13,28,4680
4,5,5,58,7,5,7,5200
13,8,5,70,7,11,9,5480
14,372,24,55,4,9,6,5880
7,241,5,78,10,11,21,6190
4,4,4,67,10,3,20,6480
21,72,1,51,7,7,5,6830
10,141,7,71,7,5,21,7280
15,521,5,70,7,8,3,7660
4,3,1,136,14,6,44,8180
10,13,8,66,10,4,1,8580
21,81,1,76,4,9,15,9300
21,6,2,86,7,12,20,10500
10,602,52,87,7,7,1,11900
16,6,3,132,10,2,44,13800
9,51,4,105,7,8,19,17000
9,92,4,217,10,5,32,50000
